layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
0,90,0.24870999157428741,0.2231328785419464,0.19314061105251312,0.11779356747865677,0.08055365085601807,0.054452575743198395,0.0341791957616806,0.018725302070379257,0.006316157523542643,0.0050177788361907005,5,6,7,8
1,90,0.3000687062740326,0.19718120992183685,0.17520736157894135,0.10520624369382858,0.07185062021017075,0.05465235933661461,0.028532888740301132,0.015765566378831863,0.007542137522250414,0.0064542172476649284,6,6,9,8
2,90,0.26225513219833374,0.21818986535072327,0.1692400723695755,0.11019051820039749,0.07453497499227524,0.05596917122602463,0.028463561087846756,0.01562826707959175,0.008649439550936222,0.0065182470716536045,6,7,11,8
3,90,0.2717496454715729,0.22022724151611328,0.1525307446718216,0.10049127787351608,0.07179904729127884,0.05919959768652916,0.025629183277487755,0.015868911519646645,0.014652460813522339,0.009469111450016499,6,7,12,8
4,90,0.2641356885433197,0.22916337847709656,0.1562787890434265,0.09714122116565704,0.07444862276315689,0.05836079642176628,0.026137560606002808,0.016462041065096855,0.00963836070150137,0.007914848625659943,6,7,12,8
5,90,0.2569771111011505,0.22651691734790802,0.15079614520072937,0.09574396908283234,0.07733791321516037,0.05843902379274368,0.02633681334555149,0.017693432047963142,0.013636577874422073,0.009844928979873657,6,8,13,8
6,90,0.24789604544639587,0.2230118215084076,0.15169858932495117,0.09090682119131088,0.08883829414844513,0.055234696716070175,0.025659820064902306,0.016182363033294678,0.01297041866928339,0.010439540259540081,6,9,14,8
7,90,0.2893421947956085,0.22900834679603577,0.12778107821941376,0.08601637184619904,0.07489039748907089,0.048030268400907516,0.028424497693777084,0.01791694574058056,0.013034605421125889,0.011011973023414612,6,8,14,8
8,90,0.3495437502861023,0.18787437677383423,0.11702041327953339,0.08180971443653107,0.07698171585798264,0.04560692980885506,0.023967523127794266,0.01555057056248188,0.01258196122944355,0.010705359280109406,6,9,15,8
9,90,0.30552273988723755,0.23252953588962555,0.12201126664876938,0.08321043848991394,0.061642639338970184,0.041325703263282776,0.030483711510896683,0.014958985149860382,0.01336599513888359,0.011535082943737507,7,9,15,8
10,90,0.4111790060997009,0.2005586475133896,0.10892348736524582,0.06311671435832977,0.049154724925756454,0.03719141706824303,0.023109445348381996,0.012041567824780941,0.010416392236948013,0.009123132564127445,6,8,14,8
