layer,total_components,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,k85,k90,k95,boot_id
3,90,0.27043282985687256,0.18848516047000885,0.16398297250270844,0.12980805337429047,0.10598476231098175,0.06839238852262497,0.03549767658114433,0.017338257282972336,0.0019645155407488346,0.001828747452236712,5,6,7,6
4,90,0.2914861738681793,0.18383893370628357,0.15558269619941711,0.11847192049026489,0.1055992990732193,0.06988801807165146,0.03204454481601715,0.01698813959956169,0.002798106288537383,0.0023030175361782312,5,6,7,6
5,90,0.30408912897109985,0.1757175177335739,0.1513386070728302,0.1170930340886116,0.10396348685026169,0.06874393671751022,0.031837716698646545,0.016386374831199646,0.0031077407766133547,0.002576678292825818,5,6,7,6
6,90,0.31411615014076233,0.17064470052719116,0.1467052698135376,0.11826638132333755,0.10120309144258499,0.06597137451171875,0.03092087432742119,0.015847718343138695,0.004437437746673822,0.003114502876996994,5,6,8,6
7,90,0.3384712040424347,0.15915951132774353,0.13910502195358276,0.12035197764635086,0.09652841836214066,0.06094091013073921,0.030188467353582382,0.0153910918161273,0.005009766668081284,0.0031629076693207026,5,6,8,6
8,90,0.33672139048576355,0.15282182395458221,0.1398927867412567,0.1228211373090744,0.09481299668550491,0.06106731668114662,0.030217785388231277,0.015771541744470596,0.0054928925819695,0.004055630881339312,6,6,8,6
9,90,0.30972886085510254,0.15741924941539764,0.14984463155269623,0.12413313239812851,0.09748220443725586,0.05883535370230675,0.029831351712346077,0.016336416825652122,0.006972640287131071,0.004722734913229942,6,7,9,6
10,90,0.29575222730636597,0.16496533155441284,0.14311574399471283,0.11821483820676804,0.10626170039176941,0.05796874687075615,0.027648339048027992,0.018524017184972763,0.008742150850594044,0.006327253300696611,6,7,11,6
11,90,0.4519137144088745,0.1318844109773636,0.11140511184930801,0.09153446555137634,0.07140468060970306,0.0424632728099823,0.020150313153862953,0.017440127208828926,0.008097212761640549,0.005331630352884531,5,6,10,6
0,90,0.2412133365869522,0.1957889050245285,0.18299326300621033,0.13803496956825256,0.11556972563266754,0.07353834807872772,0.03345326706767082,0.012014039792120457,0.000988180167041719,0.0005647874204441905,5,6,7,7
